  most times it will get it  second time.  I have also noticed it will switch between the male voice and the female voice and repeat the question or answer.",Voice Recognition
  much like my kids :)",Voice Recognition
  not sure if it is the newness of it or what, but it is a little concerning that it may get stuck."
  numerals etc. this seems to be a persistent  Issue with all voice responsive NAV systems.",Voice Recognition
  of course, I'm park and the car is running."
  others, address book"
  restart it several times problem would not correct itself .",Display
  sometimes the time changes. I leave clock on auto.",Driver Notifications
  usually in another state. We don't use it for anything other than a laugh. And it talks way too much.",Voice Recognition
  when I have my navigation on my phone instead of the car, I have to have the vehicle on bluetooth.  Even my Camry allowed me to just have it on in the regular radio setting and then just interject as turns
 """"Call Mitch.""""  It'll say, """"Call Samantha."""""
 """"Drive me to West Linn High School"""" and I get the West Linn part okay, then the problems begin.  Once it goes astray
 """"Joe's Restaurant"""" in XYZ City)",Navigation
 """"call Louis Garza"""" and the audio system says """"call Garza School?"""" Almost all call requests have to be redone several times before success most of the time or I just get tired of repeating and cancel the call.",Voice Recognition
 '12, '14
 '14 and '17) Cadillacs and have found the Nav system so complex and user un-friendly that my wife and I rely on Garmins for our nav systems.",Navigation
 'Call Bob' comes out as something different.",Voice Recognition
 'Connecting' - but it doesn't.",Bluetooth
 'Delete Destination' sounds like you are erasing it from memory. Should be 'Cancel Destination' or similar wording. Also too man steps.",Voice Recognition
 'Pardon?'",Voice Recognition
 'Patrick'. it will say it is not available in my conZZZts which it is and at the times is accepted.    Also at times the audio navigation does not understand the verbal prompts.",Voice Recognition
 'Which number is correct.'",Voice Recognition
 'be quiet', or even cancel until it is done NAGGING YOU (and nobody likes a nag).  The sync button(s) are too easy to press by accident.  ALL dashboard communication requires too much visual menu selection to be safe while driving.  Even the radio display of songs and artists shows only one word at a time
 'home', or 'office' multiple times and periodically the system will disconnect me because it doesn't understand the command."
 'phone is always active, please say a name.' When I do
 'radio announcer' type voice.  I have not reported this to the dealer yet as I realize these systems are still far from perfect and there's little if anything the dealer can do about voice recognition.  I don't believe the equipment itself is 'faulty.'",Voice Recognition
 'she' will say there are two choices available and give me two entirely separate people.",Voice Recognition
 (Copied from AEN97): Navigatio has to change!.",Navigation
 (Copied from FCD97): Navigation system is very slow to respond, operation is not user friendly
 (Pandora) the screen often displays the last song played and not the current one.  When attempting to use voice recognition on my navigation system, more often than not
 (black). I had no radio, navigation
 (e.g. street address/name very misinterpreted)",Voice Recognition
 1 port that we are able to find and it is not convenient.",USB/Aux In
 100 miles away)",Radio
 100% of the time.  And, I'm from the mid-west and have no accent."
 14 speakers. Rattle, buzzing sounds occurs in speakers in passenger side. Have yet to identify it is unique to from or back. Issue occurs when input is from various sources - Sirius
 2 - there is no CD player capability built in to the audio system.",Bluetooth
 2 months after delivery.",Power Outlet
 2 out of 3 of the cup holders are not wide enough to hold a i-phone 6 plus with protective case nor a large drink from McDonald's... (Copied from AEN97): bluetooth audio and video delay... when watching youtube videos or on netflix",Bluetooth
 2) cool down passenger seat not working, 3) rear hatch intermittently comes down on you when you have opened it."
 2, 3 etc when the navigation is on and the ''up'' button on the steering wheel is used to change the presets the channels go 3
 2-get the correct information/command/information, and 3-requires too much interface and effort."
 20%  of the time it is incorrect. After that, I must start completely over. It seems to be 'confused' at that point."
 2009 MKX could do that.",Voice Recognition
 2011 had on dash which is better because you could see what position it was in.",Lighting Switch
 2011, 2 x 2013
 2016), the navigation system stopped working.  The GPS kept placing my vehicle in 'OFFLOAD' mode and showed it either on top of a mountain range or in the ocean.  I live in San Francisco
 2016. It could be that I'm a little slow to learn the system after 10 weeks of ownership. My other car is a 1969 Chevy Chevelle Malibu and I can operate that car just fine. No computer devices or equipment that cause a distraction. Just the sweet rumble of a 4 bbl carburetor.",Voice Recognition
 3 month ownership - maybe 4 or 5 times",XM Radio
 3/4 of all systems quit working, dealer replaced a module that corrected these problems"
 4th Street.",Voice Recognition
 75% of the time, it doesn't recognize the name"
 9 out of 10 it came back with a different address.  Very frustrating to use the voice command for navigation and typing the address in takes too long.  I wish it has a touch screen",Voice Recognition
 94.9 that we always listened to on our commute to work does not come in well at all compared to our previous 2011 Hyundai",Radio
 ABS fault appear on the car.",Other
 AFTER OPENING THE COMPARTMENT YOU CAN'T SEE ANY PORTS AND LEANING OVER STILL CANT SEE THE PORT. YOU HAVE TO 'FEEL' FOR IT TO PLUG IT IN.",USB/Aux In
 ALMOST IMPOSSIBLE TO GET QUICK RESPONSE WHEN YOU NEED IT.   CAR DOES HAVE ADDITIONAL ON-STAR SYSTEM SO COULD USE THAT BUT HAVEN'T TRIED IT TO DATE.  I'VE ONLY USED VOICE COMMANDS FOR NAVIGATION SO CAN'T COMMENT ON THE OTHER SYSTEMS LISTED.",Voice Recognition
 AM, & FM stations."
 AM/FM radio goes out under overpasses and when passing under various power lines.",Radio
 AM/FM/XM radio, Bluetooth audio
 ARE TOO COMPLES AND DIFFICULT TO MASTER (Copied from DEXP97): MENUS AND CONTROLS ARE NOT INTUITIVE, ARE TOO COMPLES AND DIFFICULT TO MASTER (Copied from FCD97): MENUS AND CONTROLS ARE NOT INTUITIVE
 ARE TOO COMPLES AND DIFFICULT TO MASTER",Display
 ARE TOO COMPLES AND DIFFICULT TO MASTER",Navigation
 AS THE SYSTEM DOES NOT COME ON WHEN  I PRESS THE BUTTON.",Radio Interaction
 Already paired in the cars sysyen does mot automatically connect. If you try to select frim the screen it win't almow when cat is in motion. My 2010 Camaro never had this problem.",Bluetooth
 Amazon Music is supposed to be a supported app but is not available within the BMW appstore.",Bluetooth
 Amazon music and others do not work properly.  They continuously disconnect or system starts streaming and then defaults to iTunes.  I upgraded to Apple Carplay and I am still having similar issues.  System is very touchy and does not allow reliable streaming.",Apple Car Play
 Android Auto is a pain to use",Navigation
 Android auto fails to sync up/pair with the vehicle rendering music, maps
 Anytown, Anystate' it will not give directions.  Ask google maps for (name of hotel) in (name of city) and it navigates right to it."
 Apple CarPlay has trouble connecting when phone is plugged into the USB jack.",Apple Car Play
 Apple Play is very limited in its function on the touch screen.",USB/Aux In
 Apple carplay stops pairing. It takes a long time for the prior soundsystem choice (ie satellite, radio) to reconnect after reading a text in carplay"
 Apple phone connection is intermittent, changing from one media source to another is difficult.   This is certainly the most frustrating part of an otherwise nice car."
 Audi A5, FIAT500) work and play as they should"
 Audio, computer system has gone blank where it is unusable. SO I have no GPS directions or music"
 BMW claims Car needs software update to follow. (Copied from AEN97): The iPhone X interferes with BMWs steering wheel control and window projection. Known as the heads up display.",Radio Interaction
 BMW turn signals continue to work differently from 99% of all other vehicle turn signals in that they don't """"click to turn on, on unclick to turn off""""...they require an unintuitive """"almost click"""" to turn off
 BT tends to buffer a lot. Same phone used on our other 2012 BMW X5 has zero issues. We had 2014 Jeep Grand Cherokke that we traded towards this Yukon also didn't have this issue. But this doesn't happen too much so wouldn't want to have dealer start troubleshooting only to make it worse.",Bluetooth
 BUT I JUST DON'T USE IT ANYMORE.",Voice Recognition
 Bad spot like it on the lower panel. This is preferance of course",Window Switch
 Blind spot or any tech features. Everything shuts down. Most cases the best way I have found to get out of this issue is to completely restart my vehicle from standstill. You can imagine how fun this is on highway whenever this happens. Now, this is a very particular bug with the latest iOS vs. Volvo's car play integration and needs to be sorted out in a future vehicle update but till then I will have to live with this annoying defect. The only thing surprising is that with newer technology coming into cars the manufacturers need to stick to higher testing and acceptance standards to really release the car to end clients."
 Bluetooth audio menu availability is inconsistent.",Display
 Bluetooth system does not.",Bluetooth
 Boost etc",Other
 CA to the LDS Temple in San Diego and it did not recognize the location by that name.  I will use the street address next time.",Navigation
 CA, and all the stations I listen to originate from LA County."
 CA, we bought our volvo in San Louis Obispo. On the drive home from picking up the brand new volvo
 CD, etc)."
 COMMONLY",Audio
 California, and Oregon.  Have had previous Acuras (RLs) with the same navigation system and traffic.  Traffic worked off XM radio--this system
 Call Tom, Home. Sometimes it says your WiFi is weak
 Car Play does not transition well to the radio and vice-versa.  Text messages also difficult to manipulate on Car Play.",Apple Car Play
 CarPlay does not always connect, or disconnects without warning"
 City, Street
 Climate control, navigation
 DON'T UNDERSTAND WHY YOU HAVE A MANUAL CLOCK. REALLY POOR DESIGN IDEA",Driver Notifications
 Decided to wait for first oil change",Not PPEC 7
 Do we hav e one?     there is 1 in the back,  110/240 volt plugs in front console are difficult to get to."
 Does not have touch screen.  Does not pair with iPhone.",Navigation
 Doesn't interpret what I'm asking. It then tries to direct me that leads to way too much interaction that I am willing to prsue.",Voice Recognition
 Entertainment and Communication manual, but there was none.  Dealer didn't know of any either.  Had to go to BMW of north America to get an answer - its a web download.  You would think the dealer would know that."
 Entertainment system will randomly crash and reboot. Also, when listening to music via bluetooth
 FL and the screen showed Lee, FL.2. Hand writing pad misinterprets one or more letters f.x. h
 FL, without any obstructions
 FL..Couldn't locate.",Navigation
 FM Radio with Sat. Radio, many stations when search is utilized do not connect and or not very clear."
 FM and AM Radio just shut down and went silent about 3:00 PM while driving on the highway from L.A. to SF. Just went dead. Following day no problems.",Audio
 FM radio is lower. Audio levels for Navigation/car play occasionally have not remained what was previously set.",Audio
 FM, and satellite stations onto one list is confusing to use
 FW, or Sirius) is like from a well or from an old battery operated handheld radio (Insufficient bass and midrange). Sound quality from other sources is very good. I have not returned it for repair."
 Fiat. I think, it should 'learn' as time goes by."
 Fl, it took me to Florida Atlantic University.  Requested Trade Winds Park
 Fog Lights, Headlights
 GPS asks me to turn right, and after that - make a U-turn for absolutely no reason)terrible guidance (for example: takes me to the destination on the wrong side of the divided street
 GPS on my phone has no issues finding/directing me to the address/es.",Navigation
 Garmin and was on my way in a minute. Since then it has worked continuously. Just a difficult entry system.",Navigation
 Garmin, Tom Tom or TESLA to deliver a decent modern product. Or fire their interface team and hire or a bunch of Chimpanzees as it appears that Mercedes is to cheap to spend the money to adopt an up-to date technology package."
 Gary, Jerry
 Google Assistant, Cortana)."
 Google Maps Audio cannot be heard 3b. If phone is connected via BlueTooth, switching between Radio and Google maps directions does not occur 3c. The only way to use Google maps reliably on the iPhone while driving is to disconnect the USB and the Blue Tooth."
 Google Maps, and iPhone Siri GPS. In every case the route is just downright frustrating.  Just to get a main highway from house
 Google maps was aware, but the built-in GPS was not. In the neighborhood where I work in Philadelphia
 Google takes over and does a much better job.  I don't always like the Android Auto App, however
 Haddon Township, NJ and got 110 Haddon Avenue
 Handless call pick up and drop",Bluetooth
 I PAIRED THE NEW DEVICE WITHOUT ISSUE. IT WORKED WITH PHONE CALLS BUT DIDN'T NOTIFY ME OF THE TEXTS LIKE WITH THE INITIAL PAIRING. NOW IT DOESN'T ALWAYS CONNECT WHEN I ENTER THE VEHICLES AND CALLS ARE MANUAL VS BLUETOOTH.",Bluetooth
 I STILL USE MY OLD GARMIN. (Copied from AEN97): LACK OUT TOUCH CONTROLS IS THE BIGGEST ISSUE INCLUDING NAVIGATION",Display
 I TRY IT ONCE IN A WHILE BUT STOP BEFORE I GET TOO FRUSTRATED. (Copied from AEN97): IT HAS BEEN THIS WAY FROM DAY ONE WITH ALL MY JAGUARS.. SIMPLY DOES NOT WORK WELL..MAYBE IT IS MY VOICE...I DOUBT IT, BUT GIVING YOU THE BENEFIT."
 I Tunes, AUX is a complete mystery. It seem to do whatever it wants to. It synched with another phone (not mine) while trying to charge.I could go on and on. This is the worst technology forward innovation I have ever seen. There was nothing wrong with the system in my 2013 or 2016 Cruze cars.I think it is dangerous because of the frustration it creates while driving."
 I accidentally open/close rear windows instead.  Others who've drive my car have experienced the same problem.  Also, the function that allows you to fully toggle and then release the control to make the window open/close fully without keeping finger on the control is far too sensitive.  I want to open/close window just a bit
 I almost always have to repeat Sirus Channel 56.  Also, when I ask to call a specific person
 I already had to use my old 'garmin' to help me because the Volvo navigation could not find the address and this happened 4 times.",Navigation
 I always have to turn the volume up way high.",Voice Recognition
 I am a normal 5'4' female and when steering wheel is adjusted for my use the speedometer is blocked, I had to use the digital display"
 I am able to find locations faster and more accurate with my Map application on my iPhone.  I then have to input that information into the Navigation System.",Navigation
 I am able to use hands free calling if someone calls me or if I imitate the call on my phone. However, the voice recognition does not work for me to call someone without actually using my phone."
 I am assuming it is the middle number but that is the miles, I think the clock should be in the middle
 I am disappointed that I cannot play songs from my phone utilizing the Bluetooth. I was so accustomed to using this feature in my 2012 Hyundai, I was so disappointed in not having this ability."
 I am getting a message that I am speaking the wrong language.",Voice Recognition
 I am going to answer 'yes' I have taken problem to dealer and 'don't know' on how the handled because there is nothing the dealer can do about it.",Voice Recognition
 I am hoping when the free trial is over, I will be able to get better reception on the radio."
 I am new to this technology and the car is new to me so I may just need more practice.  When I say an address it says it doesn't understand me.  I will keep trying, I 've only tried to use it a few times."
 I am not able to hear the caller and they are not able to hear me. I have to take it off Bluetooth and talk into the phone. Then, I can put it back to the Bluetooth and it works. I am not sure if this is an issue with my phone or the car. it doesn't happen consistently. I have an android phone
 I am not dialing the number, I expect voice command to connect me. 2
 I am not notified on the screen when text messages come in",Bluetooth
 I am not sure. I think I will get used to it.",Driver Notifications
 I am not that computer savvy.",Bluetooth
 I am not the primary driver of the 2018 Traverse and am used to the Garmin system on the trade-in vehicle and add on units from another vehicle.  I have not taken the time nor had the opportunity to learn the new system.  The systems is different enough from Garmin to not be instinctual.",Navigation
 I am now among those idiots who drives down the expressway with my turn signal blinking even though I am not indicating a turn. This is actually a safety hazard that I wish Mini would seriously address. Please just make the turn signal turn on and off more securely without extra features that get in the way of the most basic function. Most other cars in the civilized world do this. The turn signals on the Mini Cooper work just like all the gadgets on a toilet in a Chinese hotel. They are needlessly complex and get in the way of their basic function. If I have to take this to the dealer wouldn't you think there is some kind of problem with the design?",Turn Signal Switch
 I am sure a lot of people do... had to get a flashlight to find the one in the center console... the access cuts into the wire and took me a couple weeks to figure out there was a small grove for the wire...",USB/Aux In
 I am tired to listen to the radio.",Other
 I am told that I have a soft voice.  Also the display for manual use is hard to reach and very sensitive to the touch.",Voice Recognition
 I am unable skip/change songs using the wheel controls. I would have to change this either by touching my phone screen or using the central knob to navigate all entertainment.",Radio Interaction
 I am unable to listen to Sirius radio - it forces the radio to play from the iPhone.  If I turn off the entire radio and start over, it usually fixes the issue."
 I am unable to use the DVD on an AUX cable and have to use a FM frequency.",USB/Aux In
 I am waiting for the part.",Bluetooth
 I ask to be connected to one person and they try to connect me to someone else.",Voice Recognition
 I asked it to call a number that was on my phone and it didn't understand the name 'Chicken Shack'.   It HAS however called other number requests. (Copied from AEN97): I have not tried to used it much.  I also have RRR as a backup for directions.  If it continues to happen I will go to the dealer for assistance.",Voice Recognition
 I believe it is now fixed",Bluetooth
 I believe the voice recognition system should be more intuitive and able to recognize a wider range of  similar command words.",Voice Recognition
 I believe, an issue affecting everyone - not a defect with the car. The power radio stations use for broadcast is no longer strong enough to compete with all the other radio/wireless signals now in use."
 I can barley put other items in the center console.",USB/Aux In
 I can be in the middle of a series of messages where it is first working and then stops",Bluetooth
 I can get to it.  It is just annoying but I still use it.",Power Outlet
 I can hear the party I'm calling but they cannot understand me - sounds like I'm under water - all garbled.",Bluetooth
 I can not save these destinations to the car and I am always being taken the long way to a destination.  It is the most frustrating thing I have ever used.  Voice commands have been useless for me.",Navigation
 I can only ear bass, no words (music). When I turn the car off/on
 I can only load one speed dial number and the numbers that show up in the recent category are phone numbers, not conZZZt names
 I can play my Google Maps through my speakers. This Navigation system is about 5 years behind and virtually worthless for getting around in Cincinnati or Jacksonville, FL where I'm usually driving. A huge waste of money!!!!!!!!!!!!!!"
 I can save it but I have trouble naming the address (like a specific restaurant or a friends name). I haven't gone to the dealer yet because it is fairly far away and I want to go with a lot of navigation and audio questions to ask at one time.",Navigation
 I can select my phone but the preferences don't seem to come over as well. I don't know if there is any way to select driver 1 preferences even if driver 2 keys are being used.",Bluetooth
 I can select the car as the preferred audio source but no sound comes out of the car's speakers. When I switch to phone or speaker on the iphone, the call is going through or I can hear the other person. This is when I make calls going out. Incoming calls still seem to work fine over the Bluetooth."
 I can't change radio stations etc without losing visibility of navigation on touchscreen. Once it is lost, I have to start all over again with re-entering navigation. Too many options on navigation menu - I just want to enter in the address and go
 I can't change the channel at all.",Radio
 I can't connect through any other media via BT unless I'm plugged into the cord in the center console.",Bluetooth
 I can't figure out how to do that.  I can't start driving and say """"find Sanford Airport"""".....It will find plenty of airports but not that one!",Navigation
 I can't figure out how to stop the navigation or  change the navigation once an address is entered.  I will have to read the manual.",Navigation
 I can't find the Pandora icon anymore.  If I pick ApplePlay, it selects my conZZZt list."
 I can't lave the car without the call dropping. MY old car would have the call just revert to the phone.",Bluetooth
 I can't play any music from my phone into car speakers over the bluetooth.  I checked connectivity, and it's showing that phone
 I can't put anything large in the box because it interferes.  These days, people use SD card more than USB."
 I can't say call mom because it does not recognize it.  It seems to be built for an iPhone and I have an android.  Not everyone is an apple phone user.",Voice Recognition
 I can't state what I am looking for and then choose from a list to go there.  The navigation system mostly only works with input of addresses.  Voice recognition does not work for me for inputting addresses, I have to type it in. The navigation system is supposed to be Google assisted
 I can't switch songs with the buttons on the steering wheel.If I pair with Bluetooth and use ConnectedDrive to open Spotify with the iDrive controller, I can switch songs but the when I choose a song with the steering wheel button it jumps to the wrong song. The Spotify connection in ConnectedDrive is also very unstable/slow."
 I can't tell where the audio music is playing from. I wish the Carplay would work through the car's Carplay so I don't have to be physically connected.   Also most of the other Iphone Apps that are allowed work very poorly in the Carplay, it's easier to run them right off my iphone car mount. I'd rather not have to use an Iphone car mount if Carplay worked better.  It might be better to just have the Carplay and Bluetooth be integrated into one approach rather than having 2 separate implimentations (Bluetooth & Carplay). It would be less confusing."
 I can't use it to access addresses - voice or on screen - (Ex - drive to Dr. Jones).  3) When I put in a name (say Dr. Jones) to have the Nav system search for the address, it gives me addresses on the east coast. The car KNOWS where I am- I'm using a Nav system!  Should default to near car's location  4) Voice Command - Nav doesn't seem to understand anything I tell it.  Important when need to set destination while driving.  I'd love to be able to dictate what I want; 5) Can't change routes if I don't like the one the Nav gives me (like Waze)
 I can't use it with car play.  This is a real pain - I can't listen to my podcast or audiobook while I use my WAZE on a trip. The car keeps high jacking my phone onto car play.  So I don't plug into the car - which I want to do to p[ower my phone - so I can avoid Car Play.   Occasionally it lets me do this - other times it throws me off.  What is with this? I hate Car Play - for a smart car - mine is dumb.  And no - I don't want to pay for a hotspot or whatever. I paid enough for the car!!!",Navigation
 I cannot 'connect' with CarPlay.   For example, Pandora will not load
 I cannot close the cover and see the phone.  Cover has to stay open.  It looks better when it is closed.  It would be good if I could plug in and there was a slot that the cord could come through.",Power Outlet
 I cannot close the cover and that messes up the look of the car.  I like the cover to be closed.",USB/Aux In
 I cannot close the door after turning off the ignition.  POOR DESIGN",Not PPEC 7
 I cannot get audio when I'm using navigation on my phone (google maps). The phone screen shows navigation in progress but it does not give audio, on my phone or through the car speakers."
 I cannot play pandora from my device.",Apple Car Play
 I cannot turn the car off because that will disconnect the call. The call will not revert back to my cell phone.",Bluetooth
 I cannot use the phone until I re-connect the phone.",Bluetooth
 I cannot use the voice command for some options, ie. navigation or audio system. When I attempt to use it to make a phone call
 I cannot use voice to make calls. I have to go through a five step proces to make a call. When driving this is dangerous as you have to take your eye off the road and not only look at the screen but also push or turn buttons.",Radio Interaction
 I cant see down in there to plug it in because its not flat on the bottom, its on the wall and i cant see it"
 I compare the navigation directions with those provided by Google Maps (which is quite accurate) and I always end up following google maps.",Navigation
 I connect my phone to the audio system using the AUX/LINE IN connection.  This should be located inthe front, under the radio unit
 I continue to have problems.  Plus the Apple Car Play feature has repeatedly stopped working.",Apple Car Play
 I could already be driving and using my phone GPS.",Navigation
 I could not understand you""""  or something like this.  I give up speak directly into my phone.",Voice Recognition
 I couldn't figure out how to do navigation again.  I haven't used since.  Using my cellphone gps for navigation.  I will address when i have upcoming first oil change.",Navigation
 I default to dialing with phone",Voice Recognition
 I dial on my phone.",Bluetooth
 I did not go through the 'training process' so that could also be a reason.  Overall it is not bad at all.",Voice Recognition
 I did not have that issue with my garman",Navigation
 I did not mean to say anything about turn signal.  It is the controls display that is not explained i the manual.",Display
 I did not recognize this problem until I was driving on a highway and I had to pull off to an exit to re-sync",Bluetooth
 I did/do not know or can not determine how to use the touch screen to punch in information.  The voice asked for an address, it is never even close on the first couple of attempts.  I give it 1211 Wildwood Road Duluth Ga.  it says did you say 12445 Summertown Blvd Ottawa New York?  I have had other people speak in case the car is offended by a southern accent but that did not work either.  Points of interest-forget about it as it does not know what that is.  I say closest Chick Fil A
 I do feel that the map is either too far out thus vague with respect to ancillary roads or when 'dialed in' at medium range poor street name markings.  I need to dial in really close to get street names which is great but then I can't see where I am going to the map.",Navigation
 I do not have time to deal with at this time.",Audio
 I don't always remember the voice commands and I don't use it that much and when I do use it I get frustrated with it.",Voice Recognition
 I don't know how to switch which phone is connected without just turning off the Bluetooth on the connected one. Maybe my fault, maybe an actual issue."
 I don't seem to be able to make a phone call to anyone.  I can say to dial someone, but call doesnt go through.  Maybe I'm doing something\ wrong."
 I don't understand when the bar is but has a blue frame around it, what that means."
 I don't use it any longer.  May try again.",Voice Recognition
 I don't use it much. It has a difficult time with many simple names.",Voice Recognition
 I don't use it.",Voice Recognition
 I either use my smart phone or state the request in a different way.",Voice Recognition
 I end up using my iPhone for directions",Navigation
 I experience the problems of (When turning it back on) not being on the same song it was on when I turned it off;  having the volume not be at the same level as when I turned it off.  Also, sometimes the iPod would come on when I turned the car on without pushing the button to turn it on."
 I finally give up and use my phone without the bluetooth connection, which is dangerous.  Very frustrating to have an option that does not work satisfactorily.  The number recognition does not seem to be a problem."
 I find it ridiculous this feature doesn't work. I can buy a 20k car and get this functionality right off the lot. (Copied from AEN97): Voice automated communication doesn't work.",Voice Recognition
 I find that I am always having to pair my phone to the system upon reentering, whether it is for a phone call or connecting to the audio system!!! The other frustrating thing that I find is even when I am able to final pair the phone to the BT system and I have the phone connected to a USB cord
 I find this difficult to learn.",Navigation
 I frequently switch to the GPS in my phone, since it has more current and more accurate data."
 I frequently want it off, but have to look each time. I've learned where it is
 I gave it a fixed address which it located.  Unfortunately, the system routed me on a long
 I get POIs 150 miles from my location. They system is obviously not recognizing where I am.",Navigation
 I get a dozen different interpretations but almost never 'home'",Voice Recognition
 I get into the menu """"unpair"""" and then reconnect. If that does not fix it, the worst case scenario is actually turning the car off and restarting. Which
 I give up and input manually.",Voice Recognition
 I guess I should space it or spell it out completely",Voice Recognition
 I guess but easy to make indication clearer.",Other
 I had a 2014 chevy volt and that charger and port fit easily",USB/Aux In
 I had a hard time finding how to stop navigation once it started. I did not take it to the dealer because I figured it maybe user error.",Navigation
 I had been in the car about 8 minutes.  The lights inside the car switched off about 6 minutes into my job.  When I went to start the car, it would not start
 I had no idea what he was doing. Even sitting in the front passenger seat, it was difficult for me to see where the actual ignition button was located. I had never had a vehicle that used a key fob rather than an actual key
 I had the back-up camera screen freeze while I was backing up.",Display
 I had the problem before I got home",Not PPEC 7
